age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture
52,M,471,Célibataire,0,false
45,M,465,En_Couple,1,true
20,M,1344,En_Couple,3,false
63,M,585,En_Couple,0,false
80,M,429,En_Couple,0,false
54,F,467,En_Couple,1,false
52,F,567,En_Couple,1,false
58,M,1197,En_Couple,2,false
53,F,243,En_Couple,0,false
30,F,448,Célibataire,0,false
36,F,204,En_Couple,2,true
24,M,462,En_Couple,1,false
40,F,423,Célibataire,0,false
71,M,193,En_Couple,1,false
50,M,582,En_Couple,4,true
24,M,1218,En_Couple,4,true
26,M,232,En_Couple,0,false
40,M,462,En_Couple,0,false
58,M,577,En_Couple,2,false
57,M,564,Célibataire,0,false
34,M,440,Célibataire,0,false
78,M,1268,En_Couple,0,false
43,M,831,Célibataire,0,false
68,M,502,En_Couple,1,false
50,M,494,En_Couple,2,true
79,M,194,Célibataire,0,false
48,M,804,Seule,3,false
27,M,1212,Célibataire,0,false
67,M,869,En_Couple,4,false
28,F,446,Célibataire,0,false
40,M,496,En_Couple,1,false
28,F,541,Célibataire,0,false
41,M,459,En_Couple,1,false
80,F,1181,Célibataire,0,false
31,M,215,En_Couple,3,false
79,M,1184,En_Couple,4,false
27,M,949,En_Couple,0,false
73,M,762,En_Couple,1,true
58,F,727,Célibataire,0,false
27,M,404,En_Couple,0,false
27,F,503,Célibataire,0,false
21,M,991,Seule,1,false
27,F,1157,En_Couple,2,true
27,M,1081,En_Couple,1,false
82,M,235,Célibataire,0,false
59,M,186,Célibataire,0,false
27,M,245,En_Couple,4,false
66,F,421,En_Couple,1,false
22,M,1338,Célibataire,0,false
83,M,401,Célibataire,0,false
44,M,559,En_Couple,0,false
23,M,515,En_Couple,1,false
35,M,224,En_Couple,0,false
35,F,172,En_Couple,1,false
37,F,448,Célibataire,0,false
59,F,877,Célibataire,0,false
59,M,211,Célibataire,0,false
58,M,477,En_Couple,1,true
20,M,535,En_Couple,0,false
20,M,1222,En_Couple,1,true
22,M,231,En_Couple,4,false
43,M,454,En_Couple,1,false
47,M,483,En_Couple,2,false
46,M,580,En_Couple,2,true
40,M,518,En_Couple,4,true
45,F,489,En_Couple,3,false
50,M,189,Célibataire,0,false
27,F,526,Célibataire,0,false
54,F,244,En_Couple,0,false
37,F,526,En_Couple,0,false
83,M,164,En_Couple,1,false
18,M,188,?,1,false
49,M,150,En_Couple,4,false
32,M,429,En_Couple,2,false
50,M,955,En_Couple,1,false
33,M,189,Célibataire,0,false
53,M,497,Célibataire,0,false
40,F,793,En_Couple,0,false
49,M,492,En_Couple,4,false
35,M,446,En_Couple,1,false
42,M,1290,En_Couple,3,false
57,F,501,En_Couple,4,false
21,M,462,En_Couple,1,false
49,M,163,En_Couple,2,false
41,M,521,Célibataire,0,false
58,M,455,Célibataire,0,false
59,M,191,En_Couple,2,false
76,F,506,En_Couple,2,false
18,F,1321,En_Couple,2,true
59,F,599,En_Couple,0,true
47,F,454,En_Couple,2,true
57,M,1245,En_Couple,2,false
44,M,412,En_Couple,2,true
28,F,1328,Célibataire,0,false
42,F,191,Célibataire,0,false
30,M,428,Célibataire,0,false
47,F,1215,Célibataire,0,false
21,M,532,En_Couple,2,false
51,F,562,En_Couple,2,true
39,M,552,Seul,0,false
25,M,462,En_Couple,1,false
44,M,1089,En_Couple,2,false
34,F,1284,En_Couple,1,false
63,M,215,En_Couple,4,false
23,F,526,Célibataire,0,false
35,M,424,En_Couple,1,false
58,M,483,Célibataire,0,false
21,M,536,En_Couple,3,false
38,F,498,En_Couple,3,true
81,M,225,En_Couple,0,false
24,F,500,En_Couple,2,false
20,M,1184,Seule,2,false
78,M,156,En_Couple,3,true
38,M,504,Célibataire,0,false
73,M,462,En_Couple,2,false
25,M,550,En_Couple,4,false
42,F,1392,Célibataire,0,false
82,M,465,En_Couple,2,false
49,F,566,En_Couple,1,false
19,F,237,En_Couple,0,false
37,M,450,En_Couple,1,false
39,M,499,Célibataire,0,false
36,F,560,En_Couple,2,false
57,F,1245,Célibataire,0,false
35,M,199,En_Couple,2,true
23,F,455,En_Couple,2,false
18,M,568,Célibataire,0,false
84,M,1266,Célibataire,0,false
26,M,576,En_Couple,3,false
28,M,761,En_Couple,1,false
62,M,424,Célibataire,0,false
36,M,926,En_Couple,2,false
20,M,168,En_Couple,3,false
45,M,1297,Célibataire,0,false
51,F,540,En_Couple,0,false
32,M,511,En_Couple,3,false
37,F,178,En_Couple,1,false
19,M,481,En_Couple,1,false
43,M,170,En_Couple,1,false
38,F,1044,En_Couple,2,false
32,F,580,En_Couple,0,false
49,F,821,En_Couple,3,false
41,M,883,Célibataire,0,false
25,M,513,En_Couple,3,false
23,F,164,En_Couple,2,false
21,M,720,En_Couple,2,false
34,M,920,En_Couple,3,false
83,F,859,Célibataire,0,false
27,M,712,Célibataire,0,false
21,F,200,En_Couple,1,false
78,F,941,En_Couple,3,false
54,F,150,En_Couple,4,true
38,M,407,En_Couple,3,false
35,M,486,Célibataire,0,false
21,F,236,En_Couple,0,false
65,M,413,En_Couple,1,false
25,M,1379,En_Couple,0,true
84,M,1006,Célibataire,0,false
47,F,967,En_Couple,3,false
45,M,587,En_Couple,1,false
36,F,578,En_Couple,4,true
34,M,192,En_Couple,2,false
62,M,764,Célibataire,0,false
57,M,959,En_Couple,1,false
54,M,480,Célibataire,0,false
55,F,1070,En_Couple,4,false
40,M,1171,En_Couple,2,false
30,M,574,Célibataire,0,false
83,F,192,En_Couple,4,false
34,F,421,En_Couple,1,true
50,M,580,Célibataire,0,false
27,M,459,Seule,3,false
30,F,178,Célibataire,0,false
67,M,400,En_Couple,0,false
35,M,563,En_Couple,2,false
33,M,461,En_Couple,4,true
53,M,219,Célibataire,0,false
56,M,229,Célibataire,0,false
25,M,511,En_Couple,2,false
26,M,157,En_Couple,1,false
19,M,402,Célibataire,0,false
37,M,521,En_Couple,2,false
64,M,1108,En_Couple,0,false
77,M,1142,En_Couple,1,false
29,M,1116,En_Couple,0,false
56,M,472,Célibataire,0,false
26,F,578,En_Couple,0,false
26,M,192,En_Couple,2,false
27,M,171,En_Couple,0,false
27,M,173,En_Couple,2,false
81,F,212,En_Couple,2,false
21,M,1240,Célibataire,0,false
62,M,533,En_Couple,1,false
37,M,232,Célibataire,0,false
59,M,924,En_Couple,2,true
22,M,469,Célibataire,0,false
46,M,173,Seule,2,false
51,M,1202,Célibataire,0,false
25,F,248,Célibataire,0,false
29,M,533,En_Couple,1,false
67,F,550,En_Couple,3,true
61,M,544,En_Couple,1,false
22,M,1355,Seule,3,false
50,M,1101,En_Couple,3,false
26,M,184,En_Couple,0,false
45,M,545,En_Couple,1,false
56,M,1004,En_Couple,1,false
25,M,517,En_Couple,1,false
37,F,554,En_Couple,2,false
44,M,412,Célibataire,0,false
73,F,1013,En_Couple,3,false
59,M,881,En_Couple,2,false
27,F,1013,En_Couple,4,false
31,F,502,En_Couple,4,false
37,M,429,En_Couple,0,false
30,M,419,Célibataire,0,false
79,M,200,En_Couple,3,false
32,M,1215,En_Couple,1,true
39,M,456,Célibataire,0,false
26,M,574,Célibataire,0,false
48,F,850,Célibataire,0,false
80,M,514,Célibataire,0,false
31,M,1308,En_Couple,2,true
81,M,236,En_Couple,1,false
55,M,461,Célibataire,0,false
54,M,225,En_Couple,4,true
42,F,703,En_Couple,0,true
53,M,1264,Célibataire,0,false
66,M,424,Célibataire,0,false
56,M,209,En_Couple,3,false
54,F,1307,Célibataire,0,false
83,M,549,En_Couple,2,false
46,M,442,En_Couple,1,false
56,F,164,Célibataire,0,false
45,M,525,En_Couple,1,false
51,F,456,En_Couple,3,false
18,M,572,Célibataire,0,false
20,M,509,Seule,1,false
25,M,589,En_Couple,1,false
40,M,573,En_Couple,2,false
23,M,159,Célibataire,0,false
23,M,1136,En_Couple,4,true
57,M,539,En_Couple,0,false
23,F,1179,En_Couple,4,false
82,F,223,En_Couple,0,false
58,F,422,En_Couple,4,false
19,M,476,En_Couple,2,false
48,M,430,En_Couple,2,false
29,M,481,Célibataire,0,false
41,M,937,Célibataire,0,false
67,M,776,Célibataire,0,false
35,F,901,Célibataire,0,false
23,M,581,En_Couple,2,false
33,M,722,Seule,1,false
30,M,1221,Célibataire,0,false
54,F,569,En_Couple,0,false
33,M,546,En_Couple,2,false
20,M,1070,Célibataire,0,false
44,F,749,En_Couple,2,false
80,M,564,Célibataire,0,false
26,M,403,Seule,3,false
41,M,199,En_Couple,0,true
18,M,1370,Seule,2,false
22,F,505,Célibataire,0,false
20,M,784,Célibataire,0,false
64,M,536,En_Couple,3,true
44,M,247,En_Couple,0,false
41,F,175,En_Couple,0,false
24,F,1338,En_Couple,4,false
55,M,441,En_Couple,1,true
28,F,246,En_Couple,3,false
26,M,1317,Célibataire,0,false
57,M,563,En_Couple,1,true
25,M,1181,Célibataire,0,false
52,M,1028,En_Couple,1,false
38,M,509,Célibataire,0,false
30,F,581,Célibataire,0,false
42,M,1268,En_Couple,0,true
46,M,166,En_Couple,4,false
41,M,454,En_Couple,1,false
28,M,209,Célibataire,0,false
27,M,1109,En_Couple,3,false
56,_,742,Célibataire,0,false
34,M,1050,Célibataire,0,false
26,F,865,En_Couple,1,false
66,M,1171,En_Couple,4,false
53,M,488,En_Couple,4,false
43,M,473,En_Couple,3,false
75,M,418,En_Couple,3,false
46,F,467,Célibataire,0,false
79,F,215,En_Couple,1,false
66,M,1200,Célibataire,0,false
24,M,521,En_Couple,1,false
45,F,1113,En_Couple,4,false
32,F,840,En_Couple,1,false
28,M,1015,Célibataire,0,false
18,F,502,Célibataire,0,false
54,M,470,Célibataire,0,false
25,M,523,Célibataire,0,false
18,F,434,Célibataire,0,false
36,F,1396,En_Couple,3,false
53,M,501,Célibataire,0,false
20,M,561,En_Couple,2,true
66,M,579,En_Couple,0,false
54,M,217,En_Couple,2,false
50,M,1017,En_Couple,0,true
33,M,580,En_Couple,3,false
58,M,582,Seule,3,false
27,F,479,Célibataire,0,false
54,M,199,En_Couple,0,false
51,F,554,En_Couple,2,false
21,M,1389,En_Couple,1,false
51,M,597,En_Couple,2,false
42,M,543,En_Couple,1,false
57,M,429,En_Couple,3,false
48,M,556,Célibataire,0,false
67,M,1239,Célibataire,0,false
71,F,893,En_Couple,1,false
47,M,1077,Célibataire,0,false
52,M,964,En_Couple,1,false
25,M,473,Célibataire,0,false
37,F,163,En_Couple,3,false
43,F,492,En_Couple,0,false
24,F,592,En_Couple,1,false
30,F,532,Célibataire,0,false
19,M,1205,En_Couple,1,false
57,F,979,Célibataire,0,false
78,M,556,Célibataire,0,false
32,M,435,En_Couple,1,true
25,M,877,Célibataire,0,false
20,F,540,Célibataire,0,false
41,F,1352,En_Couple,2,false
54,F,155,En_Couple,4,false
21,M,495,Célibataire,0,false
22,F,1057,En_Couple,1,false
24,M,192,Célibataire,0,false
28,F,183,En_Couple,1,false
66,M,1144,En_Couple,2,false
42,F,429,En_Couple,2,false
45,M,425,En_Couple,1,false
30,M,838,En_Couple,0,false
36,F,976,Célibataire,0,false
41,M,1220,En_Couple,2,false
84,M,1296,En_Couple,0,false
35,M,416,En_Couple,3,true
47,M,421,En_Couple,0,true
59,M,436,En_Couple,3,false
68,M,1238,En_Couple,2,false
69,M,859,En_Couple,4,false
77,M,411,En_Couple,3,true
19,M,1133,En_Couple,2,true
21,M,598,En_Couple,1,false
67,F,570,Seule,2,false
49,M,512,Célibataire,0,false
78,M,469,Célibataire,0,false
79,M,521,Célibataire,0,false
18,M,531,Célibataire,0,false
18,F,423,Célibataire,0,false
41,M,573,En_Couple,2,false
33,M,594,En_Couple,3,false
24,F,508,En_Couple,2,false
26,M,598,Célibataire,0,false
46,F,1188,En_Couple,2,true
83,M,205,En_Couple,3,true
26,M,170,En_Couple,2,false
22,M,1085,Célibataire,0,false
45,M,217,En_Couple,1,false
33,F,420,Célibataire,0,false
33,M,405,En_Couple,1,false
32,M,239,En_Couple,4,false
51,M,226,Célibataire,0,false
18,M,724,Célibataire,0,false
59,M,1154,En_Couple,0,false
48,M,456,Célibataire,0,false
45,M,158,Célibataire,0,false
39,M,788,En_Couple,4,false
22,M,425,En_Couple,3,true
34,M,496,Marié(e),2,false
75,M,545,Célibataire,0,false
46,M,742,En_Couple,4,false
28,M,542,Célibataire,0,false
48,F,1300,En_Couple,3,false
32,F,1264,En_Couple,2,false
23,M,1370,Célibataire,0,false
50,?,1243,Célibataire,0,false
44,M,169,En_Couple,4,true
64,M,542,Célibataire,0,false
21,M,516,En_Couple,4,false
55,M,414,Célibataire,0,false
26,M,513,Célibataire,0,false
45,F,482,En_Couple,2,true
18,M,494,En_Couple,1,false
19,F,1052,En_Couple,0,false
46,M,534,Célibataire,0,false
22,F,700,En_Couple,0,false
77,M,1141,En_Couple,1,false
59,M,486,En_Couple,0,false
78,M,489,Célibataire,0,false
57,M,499,Seule,1,false
82,F,451,Célibataire,0,false
78,F,1150,En_Couple,1,false
19,M,573,En_Couple,2,true
56,M,194,En_Couple,0,true
82,F,512,Divorcée,1,false
53,F,513,Célibataire,0,false
26,M,1100,Célibataire,0,false
63,M,1173,En_Couple,2,false
20,F,1074,En_Couple,2,false
69,M,167,En_Couple,2,false
54,F,1056,En_Couple,0,false
26,M,524,En_Couple,1,false
57,F,429,En_Couple,0,false
29,M,510,En_Couple,2,false
18,M,1274,Célibataire,0,false
49,F,1049,En_Couple,1,false
57,M,546,Seul,0,false
73,F,437,En_Couple,4,false
44,F,459,Célibataire,0,false
63,M,432,En_Couple,2,false
28,F,485,Célibataire,0,false
28,M,461,En_Couple,0,false
57,M,541,En_Couple,4,false
76,M,484,Célibataire,0,false
27,F,523,En_Couple,0,false
32,M,573,Célibataire,0,false
26,F,1105,En_Couple,4,false
28,M,551,En_Couple,3,false
73,M,416,Célibataire,0,false
34,M,505,Célibataire,0,false
19,F,507,En_Couple,4,false
21,M,783,En_Couple,2,false
35,M,457,En_Couple,2,false
22,M,522,Seule,2,false
81,M,205,En_Couple,2,false
23,F,157,En_Couple,0,false
51,M,478,Seule,2,false
76,M,500,En_Couple,2,false
48,F,218,En_Couple,0,true
24,M,407,En_Couple,0,false
59,M,443,En_Couple,2,true
50,F,479,En_Couple,2,false
40,M,418,Célibataire,0,false
59,F,437,En_Couple,1,false
75,F,486,Célibataire,0,false
49,M,1219,Célibataire,0,false
24,M,468,En_Couple,0,true
56,F,546,Célibataire,0,false
18,F,783,Célibataire,0,false
75,F,444,En_Couple,4,false
52,M,475,Célibataire,0,false
51,M,495,En_Couple,1,false
29,F,780,Célibataire,0,false
52,M,1356,Célibataire,0,false
30,M,855,Célibataire,0,false
22,M,154,Célibataire,0,false
58,M,544,Célibataire,0,false
22,M,1310,En_Couple,3,false
40,M,1270,En_Couple,4,true
46,M,562,En_Couple,3,false
29,F,221,Célibataire,0,false
41,F,561,Célibataire,0,false
80,M,968,Célibataire,0,false
46,M,169,En_Couple,1,false
52,M,168,En_Couple,0,true
38,M,191,En_Couple,4,false
23,F,472,En_Couple,2,false
18,M,415,Célibataire,0,false
77,M,1171,En_Couple,3,false
43,M,1022,En_Couple,0,false
42,M,535,Célibataire,0,false
58,M,459,Célibataire,0,false
27,F,235,Célibataire,0,false
24,F,515,Célibataire,0,false
62,M,238,En_Couple,0,true
53,F,1120,Célibataire,0,false
32,M,457,Célibataire,0,false
31,F,452,En_Couple,3,false
73,M,411,En_Couple,4,false
55,M,493,En_Couple,1,false
43,M,564,En_Couple,1,false
55,M,1204,En_Couple,0,false
49,M,469,En_Couple,2,true
19,M,1304,En_Couple,4,false
54,M,554,En_Couple,2,true
59,M,1386,En_Couple,4,false
22,F,202,En_Couple,3,true
27,M,170,En_Couple,3,false
22,F,534,En_Couple,3,false
21,M,1266,En_Couple,2,false
30,M,415,Célibataire,0,false
41,F,1051,En_Couple,3,true
75,M,536,Célibataire,0,false
41,M,180,En_Couple,0,false
62,M,219,Célibataire,0,false
25,M,455,En_Couple,4,false
57,M,574,Célibataire,0,false
40,M,426,Célibataire,0,false
24,M,490,Célibataire,0,false
43,M,793,Célibataire,0,false
29,M,1204,Célibataire,0,false
51,M,501,Célibataire,0,false
84,M,908,En_Couple,2,false
61,M,770,En_Couple,0,true
26,M,1276,En_Couple,3,false
44,M,201,En_Couple,2,false
21,M,200,En_Couple,4,false
58,M,218,Célibataire,0,false
38,M,567,En_Couple,1,false
83,M,456,En_Couple,1,true
44,F,417,En_Couple,0,true
25,M,482,En_Couple,2,false
82,F,403,En_Couple,0,false
42,M,1388,En_Couple,4,false
57,M,798,En_Couple,3,false
19,M,418,En_Couple,0,false
27,M,152,En_Couple,0,true
36,M,227,En_Couple,3,false
39,M,941,En_Couple,0,false
18,M,578,En_Couple,1,false
25,M,203,En_Couple,1,false
58,M,170,En_Couple,0,true
22,M,560,Seule,3,false
75,M,489,En_Couple,2,true
19,M,581,En_Couple,1,false
34,M,712,Célibataire,0,false
71,F,503,Célibataire,0,false
76,F,1037,En_Couple,1,false
28,M,194,En_Couple,2,false
20,M,464,Célibataire,0,false
55,F,214,Célibataire,0,false
59,M,197,En_Couple,3,false
24,M,462,En_Couple,3,false
43,M,184,En_Couple,0,false
28,F,514,En_Couple,3,false
44,F,479,En_Couple,1,true
34,F,222,En_Couple,2,true
36,F,568,En_Couple,2,false
82,F,457,En_Couple,1,false
63,F,403,En_Couple,4,false
37,M,516,Célibataire,0,false
66,M,422,En_Couple,2,false
28,M,400,En_Couple,2,false
18,M,430,Célibataire,0,false
44,F,875,En_Couple,2,false
26,M,539,Célibataire,0,false
20,M,409,En_Couple,2,false
52,F,571,En_Couple,0,false
20,M,241,En_Couple,4,false
56,M,1215,En_Couple,2,true
80,M,235,Célibataire,0,false
18,M,182,En_Couple,1,false
18,M,796,Seule,1,false
31,F,1035,Célibataire,0,false
60,M,500,En_Couple,4,false
58,F,236,En_Couple,1,false
29,M,585,En_Couple,0,false
45,M,521,En_Couple,2,false
38,M,181,En_Couple,0,false
50,M,173,Célibataire,0,false
58,M,550,Célibataire,0,false
43,M,231,En_Couple,0,false
32,M,186,En_Couple,2,false
84,M,238,Célibataire,0,false
20,M,534,En_Couple,4,false
53,M,170,En_Couple,4,false
65,M,574,Célibataire,0,false
22,M,596,En_Couple,1,false
35,F,578,En_Couple,0,false
70,M,539,Célibataire,0,false
18,M,578,Seule,3,false
46,F,575,En_Couple,0,false
35,M,1139,En_Couple,0,false
84,M,490,En_Couple,4,false
43,M,193,En_Couple,1,false
48,F,498,En_Couple,0,false
36,F,412,En_Couple,0,false
43,M,233,Célibataire,0,false
27,M,416,Seule,1,false
25,M,962,En_Couple,2,false
76,F,556,En_Couple,1,true
82,M,527,En_Couple,1,false
74,M,1341,Célibataire,0,false
34,M,243,En_Couple,1,true
65,M,888,En_Couple,3,false
33,F,210,En_Couple,1,true
45,M,473,En_Couple,0,false
19,M,546,En_Couple,4,false
36,M,1020,En_Couple,4,false
52,M,242,Célibataire,0,false
22,F,207,En_Couple,0,false
53,M,564,En_Couple,0,false
44,F,177,En_Couple,2,false
27,M,1075,Célibataire,0,false
43,M,151,En_Couple,2,false
22,M,449,Célibataire,0,false
71,F,221,Célibataire,0,false
38,M,212,En_Couple,1,false
38,F,525,Célibataire,0,false
75,M,1045,En_Couple,2,false
32,M,445,En_Couple,1,false
48,F,1159,Célibataire,0,false
21,M,482,Célibataire,0,false
53,M,223,En_Couple,0,false
36,F,875,En_Couple,0,false
27,M,991,Célibataire,0,false
59,M,502,En_Couple,1,false
49,M,1319,Célibataire,0,false
58,F,164,Célibataire,0,false
28,M,882,Célibataire,0,false
24,M,246,En_Couple,1,true
27,M,709,Seule,2,false
25,M,781,Seule,2,false
28,F,517,Célibataire,0,false
42,M,981,En_Couple,0,false
58,F,438,En_Couple,1,false
41,M,1030,En_Couple,1,true
47,M,461,En_Couple,0,false
26,F,575,En_Couple,1,false
83,F,1250,En_Couple,2,false
27,M,214,En_Couple,4,true
54,M,468,En_Couple,2,true
57,M,426,Marié(e),1,false
61,M,493,En_Couple,2,false
23,M,715,Célibataire,0,false
19,F,594,Célibataire,0,false
46,M,236,En_Couple,3,false
50,M,501,En_Couple,2,false
48,F,426,Célibataire,0,false
20,M,566,En_Couple,1,false
38,M,1369,Célibataire,0,false
41,M,470,En_Couple,1,false
40,F,412,En_Couple,3,true
31,M,936,En_Couple,2,true
35,F,989,En_Couple,1,false
57,M,586,En_Couple,3,false
20,M,402,En_Couple,2,true
43,M,559,Célibataire,0,false
42,M,508,Célibataire,0,false
43,M,475,Célibataire,0,false
53,M,206,Célibataire,0,false
44,M,735,Célibataire,0,false
46,M,209,En_Couple,2,false
35,M,240,En_Couple,1,false
50,M,227,En_Couple,2,false
25,M,180,Seule,3,false
82,M,465,En_Couple,0,false
62,M,1065,Célibataire,0,false
37,M,475,Célibataire,0,false
21,M,1315,En_Couple,2,true
20,F,525,En_Couple,0,false
64,M,165,En_Couple,0,false
20,M,951,En_Couple,1,false
64,M,197,En_Couple,3,false
43,M,544,Célibataire,0,false
28,F,161,Divorcée,1,false
75,F,543,En_Couple,4,false
49,M,453,En_Couple,0,true
25,F,584,En_Couple,2,false
40,M,574,En_Couple,4,true
71,M,217,Célibataire,0,false
19,M,190,En_Couple,2,false
29,M,443,En_Couple,2,false
40,F,236,En_Couple,3,false
52,M,517,En_Couple,2,false
19,M,587,Célibataire,0,false
68,M,439,Célibataire,0,false
55,F,1365,En_Couple,3,false
68,M,411,En_Couple,0,false
57,M,522,En_Couple,0,false
42,M,422,En_Couple,0,false
51,M,841,En_Couple,1,false
47,M,1165,En_Couple,0,true
59,M,492,En_Couple,1,true
44,M,413,En_Couple,0,false
59,M,460,Marié(e),1,false
80,F,536,En_Couple,0,false
56,M,804,Célibataire,0,false
80,M,424,En_Couple,4,false
50,F,510,En_Couple,2,false
68,M,1085,Célibataire,0,false
83,F,238,En_Couple,1,false
80,F,409,En_Couple,1,false
57,F,482,Seule,2,false
41,M,563,En_Couple,0,false
33,M,459,Célibataire,0,false
53,M,519,En_Couple,2,false
32,M,429,En_Couple,2,false
53,F,524,En_Couple,1,false
75,F,510,En_Couple,1,false
26,M,210,Célibataire,0,false
32,M,577,En_Couple,2,false
49,M,516,En_Couple,1,false
21,M,1128,En_Couple,4,false
41,F,460,En_Couple,1,false
74,F,806,Seule,2,false
22,M,162,En_Couple,2,false
84,M,417,En_Couple,0,false
69,M,851,Célibataire,0,false
55,M,1032,En_Couple,3,false
20,M,481,En_Couple,4,false
42,M,479,Célibataire,0,false
23,M,563,En_Couple,0,false
43,M,1096,En_Couple,4,true
38,F,1118,En_Couple,2,true
57,M,181,En_Couple,2,false
37,M,548,Célibataire,0,false
56,M,755,Célibataire,0,false
32,F,413,En_Couple,2,false
25,M,566,En_Couple,1,false
45,M,1060,Célibataire,0,false
25,M,553,En_Couple,1,false
31,M,419,En_Couple,1,false
21,M,417,En_Couple,1,false
59,M,546,Célibataire,0,false
50,M,947,En_Couple,4,false
57,M,494,Célibataire,0,false
72,F,986,En_Couple,3,false
62,F,529,Célibataire,0,false
54,M,1309,En_Couple,1,true
78,M,549,En_Couple,2,true
68,M,1113,En_Couple,2,false
25,M,1270,En_Couple,3,false
46,M,410,En_Couple,4,false
30,M,1086,Célibataire,0,false
26,F,1141,En_Couple,2,false
49,M,582,Célibataire,0,false
65,M,167,Célibataire,0,false
34,M,403,En_Couple,2,true
29,M,1059,En_Couple,1,true
23,M,419,En_Couple,0,true
36,F,1163,En_Couple,3,true
69,F,244,En_Couple,1,true
41,M,1163,Célibataire,0,false
78,M,159,En_Couple,2,false
31,F,597,En_Couple,2,true
41,M,543,En_Couple,3,false
51,F,492,Célibataire,0,false
33,M,997,En_Couple,2,false
41,M,242,En_Couple,4,false
67,F,1393,En_Couple,1,false
81,M,421,En_Couple,1,true
51,F,553,En_Couple,0,false
22,F,1183,En_Couple,3,false
37,M,1052,En_Couple,2,false
18,F,249,Célibataire,0,false
25,M,533,En_Couple,0,false
39,M,408,Célibataire,0,false
75,M,457,En_Couple,0,true
55,M,454,En_Couple,4,false
36,M,553,En_Couple,2,false
76,M,586,En_Couple,3,true
66,F,219,En_Couple,0,false
